"id","user_id","section_id","question_number","response_boolean","response_integer","response_text","response_array","answered_at","question"
"745","7","2","1","true",,,,"2026-01-30 12:58:58.174366",
"746","7","2","2","true",,,,"2026-01-30 12:58:58.251809",
"747","7","2","3","true",,,,"2026-01-30 12:58:58.260037",
"748","7","2","4","true",,,,"2026-01-30 12:58:58.267902",
"749","7","2","5","true",,,,"2026-01-30 12:58:58.274139",
"750","7","2","6","false",,,,"2026-01-30 12:58:58.287579",
"751","7","2","7","false",,,,"2026-01-30 12:58:58.294303",
"752","7","2","8","false",,,,"2026-01-30 12:58:58.301001",
"753","7","2","9","false",,,,"2026-01-30 12:58:58.309477",
"754","7","2","10","false",,,,"2026-01-30 12:58:58.315759",
"755","7","2","11","false",,,,"2026-01-30 12:58:58.321694",
"756","7","2","12","false",,,,"2026-01-30 12:58:58.328204",
"757","7","2","13","false",,,,"2026-01-30 12:58:58.334676",
"758","7","2","14","true",,,,"2026-01-30 12:58:58.340267",
"759","7","2","15","true",,,,"2026-01-30 12:58:58.346265",
"760","7","2","16","false",,,,"2026-01-30 12:58:58.352115",
"761","7","2","17","true",,,,"2026-01-30 12:58:58.357811",
"762","7","2","18","false",,,,"2026-01-30 12:58:58.368248",
"763","7","2","19","true",,,,"2026-01-30 12:58:58.374047",
"764","7","2","20","true",,,,"2026-01-30 12:58:58.379908",
"765","7","2","21","true",,,,"2026-01-30 12:58:58.38605",
"766","7","2","22","true",,,,"2026-01-30 12:58:58.392906",
"767","7","2","23","true",,,,"2026-01-30 12:58:58.398773",
"768","7","2","24","true",,,,"2026-01-30 12:58:58.404496",
"769","7","2","25","false",,,,"2026-01-30 12:58:58.409596",
"770","7","2","26","true",,,,"2026-01-30 12:58:58.414822",
"771","7","2","27","false",,,,"2026-01-30 12:58:58.420606",
"772","7","2","28","false",,,,"2026-01-30 12:58:58.42627",
"773","7","2","29","true",,,,"2026-01-30 12:58:58.431862",
"774","7","2","30","false",,,,"2026-01-30 12:58:58.437118",
"775","7","2","31","false",,,,"2026-01-30 12:58:58.442534",
"776","7","2","32","true",,,,"2026-01-30 12:58:58.447882",
"777","7","2","33","false",,,,"2026-01-30 12:58:58.453035",
"778","7","2","34","true",,,,"2026-01-30 12:58:58.458485",
"779","7","2","35","false",,,,"2026-01-30 12:58:58.46396",
"780","7","2","36","true",,,,"2026-01-30 12:58:58.469011",
"781","7","2","37","false",,,,"2026-01-30 12:58:58.474305",
"782","7","2","38","false",,,,"2026-01-30 12:58:58.479958",
"783","7","2","39","false",,,,"2026-01-30 12:58:58.487137",
"784","7","2","40","false",,,,"2026-01-30 12:58:58.492862",
"785","7","2","41","true",,,,"2026-01-30 12:58:58.498442",
"786","7","2","42","false",,,,"2026-01-30 12:58:58.504044",
"787","7","2","43","false",,,,"2026-01-30 12:58:58.509576",
"788","7","2","44","false",,,,"2026-01-30 12:58:58.515092",
"789","7","2","45","true",,,,"2026-01-30 12:58:58.520661",
"790","7","2","46","false",,,,"2026-01-30 12:58:58.525984",
"791","7","2","47","true",,,,"2026-01-30 12:58:58.532062",
"792","7","2","48","true",,,,"2026-01-30 12:58:58.537561",
"793","7","2","49","false",,,,"2026-01-30 12:58:58.542943",
"794","7","2","50","true",,,,"2026-01-30 12:58:58.548148",
"795","7","2","51","true",,,,"2026-01-30 12:58:58.553573",
"796","7","2","52","false",,,,"2026-01-30 12:58:58.559397",
"797","7","2","53","false",,,,"2026-01-30 12:58:58.56561",
"798","7","2","54","true",,,,"2026-01-30 12:58:58.571061",
"799","7","2","55","true",,,,"2026-01-30 12:58:58.576122",
"800","7","2","56","false",,,,"2026-01-30 12:58:58.581577",
"801","7","2","57","false",,,,"2026-01-30 12:58:58.587005",
"802","7","2","58","true",,,,"2026-01-30 12:58:58.592372",
"803","7","2","59","false",,,,"2026-01-30 12:58:58.607208",
"804","7","2","60","false",,,,"2026-01-30 12:58:58.614543",
"805","7","2","61","false",,,,"2026-01-30 12:58:58.629075",
"806","7","2","62","true",,,,"2026-01-30 12:58:58.634439",
"807","7","2","63","true",,,,"2026-01-30 12:58:58.639787",
"808","7","2","64","false",,,,"2026-01-30 12:58:58.645533",
"809","7","2","65","true",,,,"2026-01-30 12:58:58.650817",
"810","7","2","66","false",,,,"2026-01-30 12:58:58.65587",
"811","7","2","67","false",,,,"2026-01-30 12:58:58.661387",
"812","7","2","68","false",,,,"2026-01-30 12:58:58.666477",
"813","7","2","69","false",,,,"2026-01-30 12:58:58.671674",
"814","7","2","70","false",,,,"2026-01-30 12:58:58.676783",
"815","7","2","71","false",,,,"2026-01-30 12:58:58.682237",
"816","7","2","72","false",,,,"2026-01-30 12:58:58.687327",
"817","7","2","73","false",,,,"2026-01-30 12:58:58.69285",
"818","7","2","74","false",,,,"2026-01-30 12:58:58.69786",
"819","7","2","75","true",,,,"2026-01-30 12:58:58.702834",
"820","7","2","76","false",,,,"2026-01-30 12:58:58.707678",
"821","7","2","77","false",,,,"2026-01-30 12:58:58.712515",
"822","7","2","78","true",,,,"2026-01-30 12:58:58.717203",
"823","7","2","79","true",,,,"2026-01-30 12:58:58.721867",
"824","7","2","80","false",,,,"2026-01-30 12:58:58.726863",
"825","7","2","81","false",,,,"2026-01-30 12:58:58.731529",
"826","7","2","82","false",,,,"2026-01-30 12:58:58.736511",
"827","7","2","83","false",,,,"2026-01-30 12:58:58.74149",
"828","7","2","84","true",,,,"2026-01-30 12:58:58.746224",
"829","7","2","85","false",,,,"2026-01-30 12:58:58.751521",
"830","7","2","86","false",,,,"2026-01-30 12:58:58.75685",
"831","7","2","87","false",,,,"2026-01-30 12:58:58.761763",
"832","7","2","88","false",,,,"2026-01-30 12:58:58.766436",
"833","7","2","89","true",,,,"2026-01-30 12:58:58.771977",
"834","7","2","90","true",,,,"2026-01-30 12:58:58.77671",
"835","7","2","91","true",,,,"2026-01-30 12:58:58.78187",
"836","7","2","92","false",,,,"2026-01-30 12:58:58.786618",
"837","7","2","93","true",,,,"2026-01-30 12:58:58.791575",
"838","7","2","94","true",,,,"2026-01-30 12:58:58.797396",
"839","7","2","95","false",,,,"2026-01-30 12:58:58.802509",
"840","7","2","96","true",,,,"2026-01-30 12:58:58.80763",
"841","7","2","97","true",,,,"2026-01-30 12:58:58.812504",
"842","7","2","98","false",,,,"2026-01-30 12:58:58.817386",
"843","7","2","99","false",,,,"2026-01-30 12:58:58.822486",
"844","7","2","100","false",,,,"2026-01-30 12:58:58.827172",
"845","7","2","101","false",,,,"2026-01-30 12:58:58.831934",
"846","7","2","102","false",,,,"2026-01-30 12:58:58.83703",
"847","7","2","103","true",,,,"2026-01-30 12:58:58.8424",
"848","7","2","104","true",,,,"2026-01-30 12:58:58.846917",
"849","7","2","105","true",,,,"2026-01-30 12:58:58.851557",
"850","7","2","106","true",,,,"2026-01-30 12:58:58.856988",
"851","7","2","107","false",,,,"2026-01-30 12:58:58.862409",
"852","7","2","108","true",,,,"2026-01-30 12:58:58.867177",
"853","7","2","109","false",,,,"2026-01-30 12:58:58.872318",
"854","7","2","110","true",,,,"2026-01-30 12:58:58.876989",
"855","7","2","111","false",,,,"2026-01-30 12:58:58.881624",
"856","7","2","112","true",,,,"2026-01-30 12:58:58.886703",
"857","7","2","113","true",,,,"2026-01-30 12:58:58.891612",
"858","7","2","114","false",,,,"2026-01-30 12:58:58.896318",
"859","7","2","115","false",,,,"2026-01-30 12:58:58.901483",
"860","7","2","116","true",,,,"2026-01-30 12:58:58.906623",
"861","7","2","117","true",,,,"2026-01-30 12:58:58.911483",
"862","7","2","118","true",,,,"2026-01-30 12:58:58.91616",
"863","7","2","119","true",,,,"2026-01-30 12:58:58.920872",
"864","7","2","120","true",,,,"2026-01-30 12:58:58.925518",
"865","7","2","121","true",,,,"2026-01-30 12:58:58.930369",
"866","7","2","122","false",,,,"2026-01-30 12:58:58.935119",
"867","7","2","123","false",,,,"2026-01-30 12:58:58.939963",
"868","7","2","124","true",,,,"2026-01-30 12:58:58.945112",
"869","7","2","125","true",,,,"2026-01-30 12:58:58.950316",
"870","7","2","126","false",,,,"2026-01-30 12:58:58.955403",
"871","7","2","127","false",,,,"2026-01-30 12:58:58.960335",
"872","7","2","128","false",,,,"2026-01-30 12:58:58.965853",
"873","7","2","129","true",,,,"2026-01-30 12:58:58.970866",
"874","7","2","130","false",,,,"2026-01-30 12:58:58.97552",
"875","7","2","131","false",,,,"2026-01-30 12:58:58.980459",
"876","7","2","132","true",,,,"2026-01-30 12:58:58.985427",
"877","7","2","133","false",,,,"2026-01-30 12:58:58.990204",
"878","7","2","134","true",,,,"2026-01-30 12:58:58.995235",
"879","7","2","135","false",,,,"2026-01-30 12:58:59.00038",
"880","7","2","136","false",,,,"2026-01-30 12:58:59.006321",
"881","7","2","137","true",,,,"2026-01-30 12:58:59.011575",
"882","7","2","138","true",,,,"2026-01-30 12:58:59.016731",
"883","7","2","139","false",,,,"2026-01-30 12:58:59.022065",
"884","7","2","140","true",,,,"2026-01-30 12:58:59.027018",
"885","7","2","141","true",,,,"2026-01-30 12:58:59.031754",
"886","7","2","142","false",,,,"2026-01-30 12:58:59.036677",
"887","7","2","143","false",,,,"2026-01-30 12:58:59.041915",
"888","7","2","144","false",,,,"2026-01-30 12:58:59.046832",
"889","7","2","145","false",,,,"2026-01-30 12:58:59.052025",
"890","7","2","146","false",,,,"2026-01-30 12:58:59.057054",
"891","7","2","147","false",,,,"2026-01-30 12:58:59.062087",
"892","7","2","148","false",,,,"2026-01-30 12:58:59.066887",
"893","7","2","149","false",,,,"2026-01-30 12:58:59.071892",
"894","7","2","150","false",,,,"2026-01-30 12:58:59.07669",
"895","7","2","151","true",,,,"2026-01-30 12:58:59.081765",
"896","7","2","152","true",,,,"2026-01-30 12:58:59.086839",
"897","7","2","153","true",,,,"2026-01-30 12:58:59.091751",
"898","7","2","154","true",,,,"2026-01-30 12:58:59.096604",
"899","7","2","155","false",,,,"2026-01-30 12:58:59.101932",
"900","7","2","156","true",,,,"2026-01-30 12:58:59.107053",
"901","7","2","157","true",,,,"2026-01-30 12:58:59.112188",
"902","7","2","158","true",,,,"2026-01-30 12:58:59.117212",
"903","7","2","159","true",,,,"2026-01-30 12:58:59.122463",
"904","7","2","160","false",,,,"2026-01-30 12:58:59.127724",
"905","7","2","161","true",,,,"2026-01-30 12:58:59.13271",
"906","7","2","162","false",,,,"2026-01-30 12:58:59.13804",
"907","7","2","163","true",,,,"2026-01-30 12:58:59.142829",
"908","7","2","164","false",,,,"2026-01-30 12:58:59.147866",
"909","7","2","165","true",,,,"2026-01-30 12:58:59.153381",
"910","7","2","166","true",,,,"2026-01-30 12:58:59.158343",
"911","7","2","167","true",,,,"2026-01-30 12:58:59.163206",
"912","7","2","168","false",,,,"2026-01-30 12:58:59.168836",
"913","7","2","169","false",,,,"2026-01-30 12:58:59.173973",
"914","7","2","170","false",,,,"2026-01-30 12:58:59.179239",
"915","7","2","171","true",,,,"2026-01-30 12:58:59.18468",
"916","7","2","172","true",,,,"2026-01-30 12:58:59.189693",
"917","7","2","173","true",,,,"2026-01-30 12:58:59.194828",
"918","7","2","174","false",,,,"2026-01-30 12:58:59.200087",
"919","7","2","175","false",,,,"2026-01-30 12:58:59.205424",
"920","7","2","176","false",,,,"2026-01-30 12:58:59.210096",
"921","7","2","177","false",,,,"2026-01-30 12:58:59.214876",
"922","7","2","178","false",,,,"2026-01-30 12:58:59.220058",
"923","7","2","179","true",,,,"2026-01-30 12:58:59.225359",
"924","7","2","180","false",,,,"2026-01-30 12:58:59.230023",
"925","7","3","1",,,"{""R"":[""Concreto"",""Franco"",""Independiente"",""Persistente"",""Práctico"",""Tradicional""],""I"":[""Independiente"",""Metódico"",""Intelectual"",""Lógico"",""Racional"",""Reservado"",""Preciso"",""Investigativo""],""A"":[""Original"",""Espontáneo"",""No conformista"",""Independiente""],""S"":[""Cooperativo"",""Honesto"",""Amigable"",""Generoso"",""Responsable"",""Genuino"",""Perceptivo"",""Prudente""],""E"":[""Dominante"",""Seguro de sí"",""Persuasivo"",""Competitivo""],""C"":[""Preciso"",""Organizado"",""Prudente"",""Eficiente"",""Responsable"",""Práctico"",""Callado""]}",,"2026-01-30 13:13:14.371326",
"926","7","3","2",,,"{""R"":[""Manual"",""Practicidad"",""Analítica"",""Crítica"",""Uso del cuerpo""],""I"":[""Analítica"",""Matemática"",""Científica"",""Resolutiva"",""Metódica""],""A"":[""Intuitiva"",""Innovación""],""S"":[""Comprensión"",""Escucha"",""Persuasión""],""E"":[""Persuasión"",""Liderazgo"",""Objetividad"",""Practicidad"",""Tolerancia"",""Ambición""],""C"":[""Cálculo"",""Responsabilidad"",""Practicidad"",""Exactitud""]}",,"2026-01-30 13:13:14.454558",
"927","7","3","3",,,"{""R"":[""Cálculo"",""Científico"",""Planificación""],""I"":[""Numérico"",""Análisis/síntesis"",""Investigación""],""A"":[""Equilibrado""],""S"":[],""E"":[""Supervisión"",""Análisis/síntesis"",""Estrategias"",""Colaboración""],""C"":[""Computación"",""Supervisión"",""Cálculo""]}",,"2026-01-30 13:13:14.46142",
"928","7","3","4",,,"{""R"":[""Sentido común"",""Deportes""],""I"":[""Conocimiento"",""Resolución de problemas"",""Ciencia""],""A"":[],""S"":[""Trabajo en equipo""],""E"":[""Desafíos"",""Poder/servicio"",""Emprender""],""C"":[""Precisión"",""Estadísticas"",""Métodos""]}",,"2026-01-30 13:13:14.467768",
"929","7","4","1",,,,"[""Tener el control de la situación"",""Provocar cambios"",""Hacer que algo funcione"",""Usar números, estadísticas"",""Analizar datos""]","2026-01-30 13:23:02.248584",
"930","7","4","2",,,,"[""Evaluar y testar teorías"",""Aplicar análisis y lógica"",""Pensar sobre las ideas"",""Tomar iniciativas"",""Visualizar rápidamente el cuadro general (el objetivo final)""]","2026-01-30 13:23:02.326039",
"931","7","4","3",,,,"[""Materiales visuales"",""Experiencias"",""Ejercicios de análisis"",""Debate en grupo"",""Discusiones de casos orientados hacia los números y hechos""]","2026-01-30 13:23:02.332012",
"932","7","4","4",,,"¿Por qué?",,"2026-01-30 13:23:02.338542",
"933","7","4","5",,,,"[""Descubrir"",""Analizar"",""Practicar"",""Resumir""]","2026-01-30 13:23:02.344599",
"934","7","4","6",,,"Comprar un coche",,"2026-01-30 13:23:02.350002",
"935","7","4","7",,,,"[""Se preocupa con las formas, el color y la tecnología"",""Lo compara con otros vehículos"",""Se preocupa con el costo y el valor de reventa"",""Se preocupa con la marca del fabricante"",""Se preocupa con la calidad de la atención de la concesionaria""]","2026-01-30 13:23:02.360512",
"936","7","4","8",,,,"[]","2026-01-30 13:23:02.36608",
"937","7","4","9",,,"Me gusta Analizar",,"2026-01-30 13:23:02.372251",
"938","7","4","10",,,,"[""Analítico"",""Lógico"",""Perceptivo"",""Directo""]","2026-01-30 13:23:02.382648",
"939","7","4","11",,,,"[""Maniático por los números"",""Frío, insensible"",""Calculista"",""Intolerante"",""Cuadrado""]","2026-01-30 13:23:02.388837",
"940","7","4","12",,,"Analizo los ""hechos"" tratándolos de forma lógica y racional.",,"2026-01-30 13:23:02.393474",
"941","7","4","13",,,"Una visión analítica, lógica, racional, ""de resultados"".",,"2026-01-30 13:23:02.398187",
"942","7","4","14",,,,"[""Vamos a analizar"",""Vamos a ver el cuadro general"",""Vamos a conocer el resultado""]","2026-01-30 13:23:02.403303",
"943","7","5","1",,,"{""0"":5,""1"":5,""2"":4,""3"":3,""4"":4,""5"":3,""6"":3,""7"":4,""8"":5,""9"":4}",,"2026-01-30 13:29:37.544022",
"944","7","5","2",,,"{""0"":3,""1"":3,""2"":2,""3"":2,""4"":1,""5"":1,""6"":1,""7"":1,""8"":3,""9"":2}",,"2026-01-30 13:29:37.61731",
"945","7","5","3",,,"{""0"":1,""1"":1,""2"":4,""3"":2,""4"":1,""5"":3,""6"":2,""7"":2,""8"":2}",,"2026-01-30 13:29:37.624504",
"946","7","5","4",,,"{""0"":5,""1"":3,""2"":2,""3"":2,""4"":4,""5"":4,""6"":2,""7"":4,""8"":4,""9"":5}",,"2026-01-30 13:29:37.630321",
"947","7","5","5",,,"{""0"":1,""1"":1,""2"":5,""3"":1,""4"":4,""5"":4,""6"":4,""7"":4,""8"":3,""9"":3}",,"2026-01-30 13:29:37.635901",
"948","7","5","6",,,"{""0"":4,""1"":1,""2"":5,""3"":4,""4"":1,""5"":4,""6"":2,""7"":3,""8"":3,""9"":4}",,"2026-01-30 13:29:37.641262",
"949","7","5","7",,,"{""0"":3,""1"":1,""2"":4,""3"":4,""4"":4,""5"":4,""6"":3,""7"":4,""8"":2,""9"":5}",,"2026-01-30 13:29:37.646476",
"950","7","5","8",,,"{""0"":4,""1"":5,""2"":3,""3"":5,""4"":3,""5"":4,""6"":4,""7"":2,""8"":4,""9"":3}",,"2026-01-30 13:29:37.651817",
"951","7","6","1",,,"El deporte",,"2026-01-30 13:49:24.736929",
"952","7","6","2",,,"Es importante",,"2026-01-30 13:49:24.811591",
"953","7","6","3",,,"nos divertimos mucho en familia",,"2026-01-30 13:49:24.819422",
"954","7","6","4",,,"hacer algo en lo que seas bueno",,"2026-01-30 13:49:24.826575",
"955","7","6","5",,,"quiero haber cumplido todo lo que me propuse a principio de año",,"2026-01-30 13:49:24.834009",
"956","7","6","6",,,"no voy a poder seguir aprobando si estudio el ultimo dia",,"2026-01-30 13:49:24.840489",
"957","7","6","7",,,"son nerds",,"2026-01-30 13:49:24.846212",
"958","7","6","8",,,"no es tan dificil si sos bueno",,"2026-01-30 13:49:24.853876",
"959","7","6","9",,,"no podría conseguir trabajo, tendría que emprender",,"2026-01-30 13:49:24.861551",
"960","7","6","10",,,"la resuelvo",,"2026-01-30 13:49:24.870921",
"961","7","6","11",,,"no se si me daría la energía para mas de 4 años",,"2026-01-30 13:49:24.876622",
"962","7","6","12",,,"tengo que ganar mucha plata",,"2026-01-30 13:49:24.882327",
"963","7","6","13",,,"se pone gruñona",,"2026-01-30 13:49:24.890409",
"964","7","6","14",,,"sos un vago",,"2026-01-30 13:49:24.896046",
